Time,Height,ThermalConductivity
2019-07-18 12:45:00,750.0,1.27
2019-07-18 13:00:00,750.0,1.27
2019-07-18 13:15:00,750.0,1.27
2019-07-18 13:30:00,750.0,1.27
2019-07-18 13:45:00,750.0,1.27
2019-07-18 14:00:00,750.0,1.27
2019-07-18 14:15:00,750.0,1.27
2019-07-18 14:30:00,750.0,1.27
2019-07-18 14:45:00,750.0,1.27
2019-07-18 15:00:00,750.0,1.27
2019-07-18 15:15:00,750.0,1.27
2019-07-18 15:30:00,750.0,1.27
2019-07-18 15:45:00,750.0,1.27
2019-07-18 16:00:00,750.0,1.27
2019-07-18 16:15:00,750.0,1.27
2019-07-18 16:30:00,750.0,1.27
2019-07-18 16:45:00,750.0,1.27
2019-07-18 17:00:00,750.0,1.27
2019-07-18 17:15:00,750.0,1.27
2019-07-18 17:30:00,750.0,1.27
2019-07-18 17:45:00,750.0,1.27
2019-07-18 18:00:00,750.0,1.27
2019-07-18 18:15:00,750.0,1.27
2019-07-18 18:30:00,750.0,1.27
2019-07-18 18:45:00,750.0,1.27
2019-07-18 19:00:00,750.0,1.27
2019-07-18 19:15:00,750.0,1.27
2019-07-18 19:30:00,750.0,1.27
2019-07-18 19:45:00,750.0,1.27
2019-07-18 20:00:00,750.0,1.27
2019-07-18 20:15:00,750.0,1.27
2019-07-18 20:30:00,750.0,1.27
2019-07-18 20:45:00,750.0,1.27
2019-07-18 21:00:00,750.0,1.27
2019-07-18 21:15:00,750.0,1.27
2019-07-18 21:30:00,750.0,1.27
2019-07-18 21:45:00,750.0,1.27
2019-07-18 22:00:00,750.0,1.27
2019-07-18 22:15:00,750.0,1.27
2019-07-18 22:30:00,750.0,1.27
2019-07-18 22:45:00,750.0,1.27
2019-07-18 23:00:00,750.0,1.27
2019-07-18 23:15:00,750.0,1.27
2019-07-18 23:30:00,750.0,1.27
2019-07-18 23:45:00,750.0,1.27
2019-07-19 00:00:00,750.0,1.27
2019-07-19 00:15:00,750.0,1.27
2019-07-19 00:30:00,750.0,1.27
2019-07-19 00:45:00,750.0,1.27
2019-07-19 01:00:00,750.0,1.27
2019-07-19 01:15:00,750.0,1.27
2019-07-19 01:30:00,750.0,1.27
2019-07-19 01:45:00,750.0,1.27
2019-07-19 02:00:00,750.0,1.27
2019-07-19 02:15:00,750.0,1.27
2019-07-19 02:30:00,750.0,1.27
2019-07-19 02:45:00,750.0,1.27
2019-07-19 03:00:00,750.0,1.27
2019-07-19 03:15:00,750.0,1.2691666666666668
2019-07-19 03:30:00,750.0,1.2683333333333333
2019-07-19 03:45:00,750.0,1.2675
2019-07-19 04:00:00,750.0,1.2666666666666666
2019-07-19 04:15:00,750.0,1.2658333333333334
2019-07-19 04:30:00,750.0,1.2650000000000001
2019-07-19 04:45:00,750.0,1.2641666666666667
2019-07-19 05:00:00,750.0,1.2633333333333334
2019-07-19 05:15:00,750.0,1.2625
2019-07-19 05:30:00,750.0,1.2616666666666667
2019-07-19 05:45:00,750.0,1.2608333333333333
2019-07-19 06:00:00,750.0,1.26
2019-07-19 06:15:00,750.0,1.2608333333333333
2019-07-19 06:30:00,750.0,1.2616666666666667
2019-07-19 06:45:00,750.0,1.2625
2019-07-19 07:00:00,750.0,1.2633333333333334
2019-07-19 07:15:00,750.0,1.2641666666666667
2019-07-19 07:30:00,750.0,1.2650000000000001
2019-07-19 07:45:00,750.0,1.2658333333333334
2019-07-19 08:00:00,750.0,1.2666666666666666
2019-07-19 08:15:00,750.0,1.2675
2019-07-19 08:30:00,750.0,1.2683333333333333
2019-07-19 08:45:00,750.0,1.2691666666666668
2019-07-19 09:00:00,750.0,1.27
2019-07-19 09:15:00,750.0,1.27
2019-07-19 09:30:00,750.0,1.27
2019-07-19 09:45:00,750.0,1.27
2019-07-19 10:00:00,750.0,1.27
2019-07-19 10:15:00,750.0,1.27
2019-07-19 10:30:00,750.0,1.27
2019-07-19 10:45:00,750.0,1.27
2019-07-19 11:00:00,750.0,1.27
2019-07-19 11:15:00,750.0,1.27
2019-07-19 11:30:00,750.0,1.27
2019-07-19 11:45:00,750.0,1.27
2019-07-19 12:00:00,750.0,1.27
2019-07-19 12:15:00,750.0,1.27
2019-07-19 12:30:00,750.0,1.27
2019-07-19 12:45:00,750.0,1.27
2019-07-19 13:00:00,750.0,1.27
2019-07-19 13:15:00,750.0,1.27
2019-07-19 13:30:00,750.0,1.27
2019-07-19 13:45:00,750.0,1.27
2019-07-19 14:00:00,750.0,1.27
2019-07-19 14:15:00,750.0,1.27
2019-07-19 14:30:00,750.0,1.27
2019-07-19 14:45:00,750.0,1.27
2019-07-19 15:00:00,750.0,1.27
2019-07-19 15:15:00,750.0,1.27
2019-07-19 15:30:00,750.0,1.27
2019-07-19 15:45:00,750.0,1.27
2019-07-19 16:00:00,750.0,1.27
2019-07-19 16:15:00,750.0,1.27
2019-07-19 16:30:00,750.0,1.27
2019-07-19 16:45:00,750.0,1.27
2019-07-19 17:00:00,750.0,1.27
2019-07-19 17:15:00,750.0,1.27
2019-07-19 17:30:00,750.0,1.27
2019-07-19 17:45:00,750.0,1.27
2019-07-19 18:00:00,750.0,1.27
2019-07-19 18:15:00,750.0,1.27
2019-07-19 18:30:00,750.0,1.27
2019-07-19 18:45:00,750.0,1.27
2019-07-19 19:00:00,750.0,1.27
2019-07-19 19:15:00,750.0,1.27
2019-07-19 19:30:00,750.0,1.27
2019-07-19 19:45:00,750.0,1.27
2019-07-19 20:00:00,750.0,1.27
2019-07-19 20:15:00,750.0,1.27
2019-07-19 20:30:00,750.0,1.27
2019-07-19 20:45:00,750.0,1.27
2019-07-19 21:00:00,750.0,1.27
2019-07-19 21:15:00,750.0,1.27
2019-07-19 21:30:00,750.0,1.27
2019-07-19 21:45:00,750.0,1.27
2019-07-19 22:00:00,750.0,1.27
2019-07-19 22:15:00,750.0,1.27
2019-07-19 22:30:00,750.0,1.27
2019-07-19 22:45:00,750.0,1.27
2019-07-19 23:00:00,750.0,1.27
2019-07-19 23:15:00,750.0,1.27
2019-07-19 23:30:00,750.0,1.27
2019-07-19 23:45:00,750.0,1.27
2019-07-20 00:00:00,750.0,1.27
2019-07-20 00:15:00,750.0,1.27
2019-07-20 00:30:00,750.0,1.27
2019-07-20 00:45:00,750.0,1.27
2019-07-20 01:00:00,750.0,1.27
2019-07-20 01:15:00,750.0,1.27
2019-07-20 01:30:00,750.0,1.27
2019-07-20 01:45:00,750.0,1.27
2019-07-20 02:00:00,750.0,1.27
2019-07-20 02:15:00,750.0,1.27
2019-07-20 02:30:00,750.0,1.27
2019-07-20 02:45:00,750.0,1.27
2019-07-20 03:00:00,750.0,1.27
2019-07-20 03:15:00,750.0,1.27
2019-07-20 03:30:00,750.0,1.27
2019-07-20 03:45:00,750.0,1.27
2019-07-20 04:00:00,750.0,1.27
2019-07-20 04:15:00,750.0,1.27
2019-07-20 04:30:00,750.0,1.27
2019-07-20 04:45:00,750.0,1.27
2019-07-20 05:00:00,750.0,1.27
2019-07-20 05:15:00,750.0,1.27
2019-07-20 05:30:00,750.0,1.27
2019-07-20 05:45:00,750.0,1.27
2019-07-20 06:00:00,750.0,1.27
2019-07-20 06:15:00,750.0,1.27
2019-07-20 06:30:00,750.0,1.27
2019-07-20 06:45:00,750.0,1.27
2019-07-20 07:00:00,750.0,1.27
2019-07-20 07:15:00,750.0,1.27
2019-07-20 07:30:00,750.0,1.27
2019-07-20 07:45:00,750.0,1.27
2019-07-20 08:00:00,750.0,1.27
2019-07-20 08:15:00,750.0,1.27
2019-07-20 08:30:00,750.0,1.27
2019-07-20 08:45:00,750.0,1.27
2019-07-20 09:00:00,750.0,1.27
2019-07-20 09:15:00,750.0,1.27
2019-07-20 09:30:00,750.0,1.27
2019-07-20 09:45:00,750.0,1.27
2019-07-20 10:00:00,750.0,1.27
2019-07-20 10:15:00,750.0,1.27
2019-07-20 10:30:00,750.0,1.27
2019-07-20 10:45:00,750.0,1.27
2019-07-20 11:00:00,750.0,1.27
2019-07-20 11:15:00,750.0,1.27
2019-07-20 11:30:00,750.0,1.27
2019-07-20 11:45:00,750.0,1.27
2019-07-20 12:00:00,750.0,1.27
2019-07-20 12:15:00,750.0,1.27
2019-07-20 12:30:00,750.0,1.27
2019-07-20 12:45:00,750.0,1.27
2019-07-20 13:00:00,750.0,1.27
2019-07-20 13:15:00,750.0,1.27
2019-07-20 13:30:00,750.0,1.27
2019-07-20 13:45:00,750.0,1.27
2019-07-20 14:00:00,750.0,1.27
2019-07-20 14:15:00,750.0,1.27
2019-07-20 14:30:00,750.0,1.27
2019-07-20 14:45:00,750.0,1.27
2019-07-20 15:00:00,750.0,1.27
2019-07-20 15:15:00,750.0,1.27
2019-07-20 15:30:00,750.0,1.27
2019-07-20 15:45:00,750.0,1.27
2019-07-20 16:00:00,750.0,1.27
2019-07-20 16:15:00,750.0,1.27
2019-07-20 16:30:00,750.0,1.27
2019-07-20 16:45:00,750.0,1.27
2019-07-20 17:00:00,750.0,1.27
2019-07-20 17:15:00,750.0,1.27
2019-07-20 17:30:00,750.0,1.27
2019-07-20 17:45:00,750.0,1.27
2019-07-20 18:00:00,750.0,1.27
2019-07-20 18:15:00,750.0,1.27
2019-07-20 18:30:00,750.0,1.27
2019-07-20 18:45:00,750.0,1.27
2019-07-20 19:00:00,750.0,1.27
2019-07-20 19:15:00,750.0,1.27
2019-07-20 19:30:00,750.0,1.27
2019-07-20 19:45:00,750.0,1.27
2019-07-20 20:00:00,750.0,1.27
2019-07-20 20:15:00,750.0,1.27
2019-07-20 20:30:00,750.0,1.27
2019-07-20 20:45:00,750.0,1.27
2019-07-20 21:00:00,750.0,1.27
2019-07-20 21:15:00,750.0,1.27
2019-07-20 21:30:00,750.0,1.27
2019-07-20 21:45:00,750.0,1.27
2019-07-20 22:00:00,750.0,1.27
2019-07-20 22:15:00,750.0,1.27
2019-07-20 22:30:00,750.0,1.27
2019-07-20 22:45:00,750.0,1.27
2019-07-20 23:00:00,750.0,1.27
2019-07-20 23:15:00,750.0,1.27
2019-07-20 23:30:00,750.0,1.27
2019-07-20 23:45:00,750.0,1.27
2019-07-21 00:00:00,750.0,1.27
2019-07-21 00:15:00,750.0,1.27
2019-07-21 00:30:00,750.0,1.27
2019-07-21 00:45:00,750.0,1.27
2019-07-21 01:00:00,750.0,1.27
2019-07-21 01:15:00,750.0,1.27
2019-07-21 01:30:00,750.0,1.27
2019-07-21 01:45:00,750.0,1.27
2019-07-21 02:00:00,750.0,1.27
2019-07-21 02:15:00,750.0,1.27
2019-07-21 02:30:00,750.0,1.27
2019-07-21 02:45:00,750.0,1.27
2019-07-21 03:00:00,750.0,1.27
2019-07-21 03:15:00,750.0,1.27
2019-07-21 03:30:00,750.0,1.27
2019-07-21 03:45:00,750.0,1.27
2019-07-21 04:00:00,750.0,1.27
2019-07-21 04:15:00,750.0,1.27
2019-07-21 04:30:00,750.0,1.27
2019-07-21 04:45:00,750.0,1.27
2019-07-21 05:00:00,750.0,1.27
2019-07-21 05:15:00,750.0,1.27
2019-07-21 05:30:00,750.0,1.27
2019-07-21 05:45:00,750.0,1.27
2019-07-21 06:00:00,750.0,1.27
2019-07-21 06:15:00,750.0,1.2691666666666668
2019-07-21 06:30:00,750.0,1.2683333333333333
2019-07-21 06:45:00,750.0,1.2675
2019-07-21 07:00:00,750.0,1.2666666666666666
2019-07-21 07:15:00,750.0,1.2658333333333334
2019-07-21 07:30:00,750.0,1.2650000000000001
2019-07-21 07:45:00,750.0,1.2641666666666667
2019-07-21 08:00:00,750.0,1.2633333333333334
2019-07-21 08:15:00,750.0,1.2625
2019-07-21 08:30:00,750.0,1.2616666666666667
2019-07-21 08:45:00,750.0,1.2608333333333333
2019-07-21 09:00:00,750.0,1.26
2019-07-21 09:15:00,750.0,1.26
2019-07-21 09:30:00,750.0,1.26
2019-07-21 09:45:00,750.0,1.26
2019-07-21 10:00:00,750.0,1.26
2019-07-21 10:15:00,750.0,1.26
2019-07-21 10:30:00,750.0,1.26
2019-07-21 10:45:00,750.0,1.26
2019-07-21 11:00:00,750.0,1.26
2019-07-21 11:15:00,750.0,1.26
2019-07-21 11:30:00,750.0,1.26
2019-07-21 11:45:00,750.0,1.26
2019-07-21 12:00:00,750.0,1.26
2019-07-21 12:15:00,750.0,1.26
2019-07-21 12:30:00,750.0,1.26
2019-07-21 12:45:00,750.0,1.26
2019-07-21 13:00:00,750.0,1.26
2019-07-21 13:15:00,750.0,1.26
2019-07-21 13:30:00,750.0,1.26
2019-07-21 13:45:00,750.0,1.26
2019-07-21 14:00:00,750.0,1.26
2019-07-21 14:15:00,750.0,1.26
2019-07-21 14:30:00,750.0,1.26
2019-07-21 14:45:00,750.0,1.26
2019-07-21 15:00:00,750.0,1.26
2019-07-21 15:15:00,750.0,1.26
2019-07-21 15:30:00,750.0,1.26
2019-07-21 15:45:00,750.0,1.26
2019-07-21 16:00:00,750.0,1.26
2019-07-21 16:15:00,750.0,1.26
2019-07-21 16:30:00,750.0,1.26
2019-07-21 16:45:00,750.0,1.26
2019-07-21 17:00:00,750.0,1.26
2019-07-21 17:15:00,750.0,1.26
2019-07-21 17:30:00,750.0,1.26
2019-07-21 17:45:00,750.0,1.26
2019-07-21 18:00:00,750.0,1.26
2019-07-21 18:15:00,750.0,1.26
2019-07-21 18:30:00,750.0,1.26
2019-07-21 18:45:00,750.0,1.26
2019-07-21 19:00:00,750.0,1.26
2019-07-21 19:15:00,750.0,1.26
2019-07-21 19:30:00,750.0,1.26
2019-07-21 19:45:00,750.0,1.26
2019-07-21 20:00:00,750.0,1.26
2019-07-21 20:15:00,750.0,1.26
2019-07-21 20:30:00,750.0,1.26
2019-07-21 20:45:00,750.0,1.26
2019-07-21 21:00:00,750.0,1.26
2019-07-21 21:15:00,750.0,1.26
2019-07-21 21:30:00,750.0,1.26
2019-07-21 21:45:00,750.0,1.26
2019-07-21 22:00:00,750.0,1.26
2019-07-21 22:15:00,750.0,1.26
2019-07-21 22:30:00,750.0,1.26
2019-07-21 22:45:00,750.0,1.26
2019-07-21 23:00:00,750.0,1.26
2019-07-21 23:15:00,750.0,1.26
2019-07-21 23:30:00,750.0,1.26
2019-07-21 23:45:00,750.0,1.26
2019-07-22 00:00:00,750.0,1.26
2019-07-22 00:15:00,750.0,1.26
2019-07-22 00:30:00,750.0,1.26
2019-07-22 00:45:00,750.0,1.26
2019-07-22 01:00:00,750.0,1.26
2019-07-22 01:15:00,750.0,1.26
2019-07-22 01:30:00,750.0,1.26
2019-07-22 01:45:00,750.0,1.26
2019-07-22 02:00:00,750.0,1.26
2019-07-22 02:15:00,750.0,1.26
2019-07-22 02:30:00,750.0,1.26
2019-07-22 02:45:00,750.0,1.26
2019-07-22 03:00:00,750.0,1.26
2019-07-22 03:15:00,750.0,1.26
2019-07-22 03:30:00,750.0,1.26
2019-07-22 03:45:00,750.0,1.26
2019-07-22 04:00:00,750.0,1.26
2019-07-22 04:15:00,750.0,1.26
2019-07-22 04:30:00,750.0,1.26
2019-07-22 04:45:00,750.0,1.26
2019-07-22 05:00:00,750.0,1.26
2019-07-22 05:15:00,750.0,1.26
2019-07-22 05:30:00,750.0,1.26
2019-07-22 05:45:00,750.0,1.26
2019-07-22 06:00:00,750.0,1.26
2019-07-22 06:15:00,750.0,1.26
2019-07-22 06:30:00,750.0,1.26
2019-07-22 06:45:00,750.0,1.26
2019-07-22 07:00:00,750.0,1.26
2019-07-22 07:15:00,750.0,1.26
2019-07-22 07:30:00,750.0,1.26
2019-07-22 07:45:00,750.0,1.26
2019-07-22 08:00:00,750.0,1.26
2019-07-22 08:15:00,750.0,1.26
2019-07-22 08:30:00,750.0,1.26
2019-07-22 08:45:00,750.0,1.26
2019-07-22 09:00:00,750.0,1.26
2019-07-22 09:15:00,750.0,1.2591666666666668
2019-07-22 09:30:00,750.0,1.2583333333333333
2019-07-22 09:45:00,750.0,1.2575
2019-07-22 10:00:00,750.0,1.2566666666666666
2019-07-22 10:15:00,750.0,1.2558333333333334
2019-07-22 10:30:00,750.0,1.255
2019-07-22 10:45:00,750.0,1.2541666666666667
2019-07-22 11:00:00,750.0,1.2533333333333334
2019-07-22 11:15:00,750.0,1.2525
2019-07-22 11:30:00,750.0,1.2516666666666667
2019-07-22 11:45:00,750.0,1.2508333333333332
2019-07-22 12:00:00,750.0,1.25
2019-07-22 12:15:00,750.0,1.25
2019-07-22 12:30:00,750.0,1.25
2019-07-22 12:45:00,750.0,1.25
2019-07-22 13:00:00,750.0,1.25
2019-07-22 13:15:00,750.0,1.25
2019-07-22 13:30:00,750.0,1.25
2019-07-22 13:45:00,750.0,1.25
2019-07-22 14:00:00,750.0,1.25
2019-07-22 14:15:00,750.0,1.25
2019-07-22 14:30:00,750.0,1.25
2019-07-22 14:45:00,750.0,1.25
2019-07-22 15:00:00,750.0,1.25
2019-07-22 15:15:00,750.0,1.2491666666666668
2019-07-22 15:30:00,750.0,1.2483333333333333
2019-07-22 15:45:00,750.0,1.2475
2019-07-22 16:00:00,750.0,1.2466666666666666
2019-07-22 16:15:00,750.0,1.2458333333333333
2019-07-22 16:30:00,750.0,1.245
2019-07-22 16:45:00,750.0,1.2441666666666666
2019-07-22 17:00:00,750.0,1.2433333333333334
2019-07-22 17:15:00,750.0,1.2425
2019-07-22 17:30:00,750.0,1.2416666666666667
2019-07-22 17:45:00,750.0,1.2408333333333332
2019-07-22 18:00:00,750.0,1.24
2019-07-22 18:15:00,750.0,1.24
2019-07-22 18:30:00,750.0,1.24
2019-07-22 18:45:00,750.0,1.24
2019-07-22 19:00:00,750.0,1.24
2019-07-22 19:15:00,750.0,1.24
2019-07-22 19:30:00,750.0,1.24
2019-07-22 19:45:00,750.0,1.24
2019-07-22 20:00:00,750.0,1.24
2019-07-22 20:15:00,750.0,1.24
2019-07-22 20:30:00,750.0,1.24
2019-07-22 20:45:00,750.0,1.24
2019-07-22 21:00:00,750.0,1.24
2019-07-22 21:15:00,750.0,1.24
2019-07-22 21:30:00,750.0,1.24
2019-07-22 21:45:00,750.0,1.24
2019-07-22 22:00:00,750.0,1.24
2019-07-22 22:15:00,750.0,1.24
2019-07-22 22:30:00,750.0,1.24
2019-07-22 22:45:00,750.0,1.24
2019-07-22 23:00:00,750.0,1.24
2019-07-22 23:15:00,750.0,1.24
2019-07-22 23:30:00,750.0,1.24
2019-07-22 23:45:00,750.0,1.24
2019-07-23 00:00:00,750.0,1.24
2019-07-23 00:15:00,750.0,1.24
2019-07-23 00:30:00,750.0,1.24
2019-07-23 00:45:00,750.0,1.24
2019-07-23 01:00:00,750.0,1.24
2019-07-23 01:15:00,750.0,1.24
2019-07-23 01:30:00,750.0,1.24
2019-07-23 01:45:00,750.0,1.24
2019-07-23 02:00:00,750.0,1.24
2019-07-23 02:15:00,750.0,1.24
2019-07-23 02:30:00,750.0,1.24
2019-07-23 02:45:00,750.0,1.24
2019-07-23 03:00:00,750.0,1.24
2019-07-23 03:15:00,750.0,1.24
2019-07-23 03:30:00,750.0,1.24
2019-07-23 03:45:00,750.0,1.24
2019-07-23 04:00:00,750.0,1.24
2019-07-23 04:15:00,750.0,1.24
2019-07-23 04:30:00,750.0,1.24
2019-07-23 04:45:00,750.0,1.24
2019-07-23 05:00:00,750.0,1.24
2019-07-23 05:15:00,750.0,1.24
2019-07-23 05:30:00,750.0,1.24
2019-07-23 05:45:00,750.0,1.24
2019-07-23 06:00:00,750.0,1.24
2019-07-23 06:15:00,750.0,1.24
2019-07-23 06:30:00,750.0,1.24
2019-07-23 06:45:00,750.0,1.24
2019-07-23 07:00:00,750.0,1.24
2019-07-23 07:15:00,750.0,1.24
2019-07-23 07:30:00,750.0,1.24
2019-07-23 07:45:00,750.0,1.24
2019-07-23 08:00:00,750.0,1.24
2019-07-23 08:15:00,750.0,1.24
2019-07-23 08:30:00,750.0,1.24
2019-07-23 08:45:00,750.0,1.24
2019-07-23 09:00:00,750.0,1.24
2019-07-23 09:15:00,750.0,1.24
2019-07-23 09:30:00,750.0,1.24
2019-07-23 09:45:00,750.0,1.24
2019-07-23 10:00:00,750.0,1.24
2019-07-23 10:15:00,750.0,1.24
2019-07-23 10:30:00,750.0,1.24
2019-07-23 10:45:00,750.0,1.24
2019-07-23 11:00:00,750.0,1.24
2019-07-23 11:15:00,750.0,1.24
2019-07-23 11:30:00,750.0,1.24
2019-07-23 11:45:00,750.0,1.24
2019-07-23 12:00:00,750.0,1.24
2019-07-23 12:15:00,750.0,1.24
2019-07-23 12:30:00,750.0,1.24
2019-07-23 12:45:00,750.0,1.24
2019-07-23 13:00:00,750.0,1.24
2019-07-23 13:15:00,750.0,1.24
2019-07-23 13:30:00,750.0,1.24
2019-07-23 13:45:00,750.0,1.24
2019-07-23 14:00:00,750.0,1.24
2019-07-23 14:15:00,750.0,1.24
2019-07-23 14:30:00,750.0,1.24
2019-07-23 14:45:00,750.0,1.24
2019-07-23 15:00:00,750.0,1.24
2019-07-23 15:15:00,750.0,1.24
2019-07-23 15:30:00,750.0,1.24
2019-07-23 15:45:00,750.0,1.24
2019-07-23 16:00:00,750.0,1.24
2019-07-23 16:15:00,750.0,1.24
2019-07-23 16:30:00,750.0,1.24
2019-07-23 16:45:00,750.0,1.24
2019-07-23 17:00:00,750.0,1.24
2019-07-23 17:15:00,750.0,1.24
2019-07-23 17:30:00,750.0,1.24
2019-07-23 17:45:00,750.0,1.24
2019-07-23 18:00:00,750.0,1.24
2019-07-23 18:15:00,750.0,1.24
2019-07-23 18:30:00,750.0,1.24
2019-07-23 18:45:00,750.0,1.24
2019-07-23 19:00:00,750.0,1.24
2019-07-23 19:15:00,750.0,1.24
2019-07-23 19:30:00,750.0,1.24
2019-07-23 19:45:00,750.0,1.24
2019-07-23 20:00:00,750.0,1.24
2019-07-23 20:15:00,750.0,1.24
2019-07-23 20:30:00,750.0,1.24
2019-07-23 20:45:00,750.0,1.24
2019-07-23 21:00:00,750.0,1.24
2019-07-23 21:15:00,750.0,1.24
2019-07-23 21:30:00,750.0,1.24
2019-07-23 21:45:00,750.0,1.24
2019-07-23 22:00:00,750.0,1.24
2019-07-23 22:15:00,750.0,1.24
2019-07-23 22:30:00,750.0,1.24
2019-07-23 22:45:00,750.0,1.24
2019-07-23 23:00:00,750.0,1.24
2019-07-23 23:15:00,750.0,1.24
2019-07-23 23:30:00,750.0,1.24
2019-07-23 23:45:00,750.0,1.24
2019-07-24 00:00:00,750.0,1.24
2019-07-24 00:15:00,750.0,1.24
2019-07-24 00:30:00,750.0,1.24
2019-07-24 00:45:00,750.0,1.24
2019-07-24 01:00:00,750.0,1.24
2019-07-24 01:15:00,750.0,1.24
2019-07-24 01:30:00,750.0,1.24
2019-07-24 01:45:00,750.0,1.24
2019-07-24 02:00:00,750.0,1.24
2019-07-24 02:15:00,750.0,1.24
2019-07-24 02:30:00,750.0,1.24
2019-07-24 02:45:00,750.0,1.24
2019-07-24 03:00:00,750.0,1.24
2019-07-24 03:15:00,750.0,1.24
2019-07-24 03:30:00,750.0,1.24
2019-07-24 03:45:00,750.0,1.24
2019-07-24 04:00:00,750.0,1.24
2019-07-24 04:15:00,750.0,1.24
2019-07-24 04:30:00,750.0,1.24
2019-07-24 04:45:00,750.0,1.24
2019-07-24 05:00:00,750.0,1.24
2019-07-24 05:15:00,750.0,1.24
2019-07-24 05:30:00,750.0,1.24
2019-07-24 05:45:00,750.0,1.24
2019-07-24 06:00:00,750.0,1.24
2019-07-24 06:15:00,750.0,1.24
2019-07-24 06:30:00,750.0,1.24
2019-07-24 06:45:00,750.0,1.24
2019-07-24 07:00:00,750.0,1.24
2019-07-24 07:15:00,750.0,1.24
2019-07-24 07:30:00,750.0,1.24
2019-07-24 07:45:00,750.0,1.24
2019-07-24 08:00:00,750.0,1.24
2019-07-24 08:15:00,750.0,1.24
2019-07-24 08:30:00,750.0,1.24
2019-07-24 08:45:00,750.0,1.24
2019-07-24 09:00:00,750.0,1.24
2019-07-24 09:15:00,750.0,1.2391666666666667
2019-07-24 09:30:00,750.0,1.2383333333333333
2019-07-24 09:45:00,750.0,1.2375
2019-07-24 10:00:00,750.0,1.2366666666666666
2019-07-24 10:15:00,750.0,1.2358333333333333
2019-07-24 10:30:00,750.0,1.2349999999999999
2019-07-24 10:45:00,750.0,1.2341666666666666
2019-07-24 11:00:00,750.0,1.2333333333333334
2019-07-24 11:15:00,750.0,1.2325
2019-07-24 11:30:00,750.0,1.2316666666666667
2019-07-24 11:45:00,750.0,1.2308333333333332
2019-07-24 12:00:00,750.0,1.23
2019-07-24 12:15:00,750.0,1.23
2019-07-24 12:30:00,750.0,1.23
2019-07-24 12:45:00,750.0,1.23
2019-07-24 13:00:00,750.0,1.23
2019-07-24 13:15:00,750.0,1.23
2019-07-24 13:30:00,750.0,1.23
2019-07-24 13:45:00,750.0,1.23
2019-07-24 14:00:00,750.0,1.23
2019-07-24 14:15:00,750.0,1.23
2019-07-24 14:30:00,750.0,1.23
2019-07-24 14:45:00,750.0,1.23
2019-07-24 15:00:00,750.0,1.23
2019-07-24 15:15:00,750.0,1.23
2019-07-24 15:30:00,750.0,1.23
2019-07-24 15:45:00,750.0,1.23
2019-07-24 16:00:00,750.0,1.23
2019-07-24 16:15:00,750.0,1.23
2019-07-24 16:30:00,750.0,1.23
2019-07-24 16:45:00,750.0,1.23
2019-07-24 17:00:00,750.0,1.23
2019-07-24 17:15:00,750.0,1.23
2019-07-24 17:30:00,750.0,1.23
2019-07-24 17:45:00,750.0,1.23
2019-07-24 18:00:00,750.0,1.23
2019-07-24 18:15:00,750.0,1.23
2019-07-24 18:30:00,750.0,1.23
2019-07-24 18:45:00,750.0,1.23
